owner,team,league,recipient,amount,election_year,party,new_party,new_amount
John Fisher,Oakland Athletics,MLB,WINNING WOMEN FOR THE US SENATE,"$5,400",2018,Republican,Republican,5400
John Fisher,Oakland Athletics,MLB,CARPER FOR SENATE,"$5,400",2018,Democrat,Democrat,5400
John Fisher,Oakland Athletics,MLB,DIANA DEGETTE FOR CONGRESS,"$5,400",2018,Democrat,Democrat,5400
John Fisher,Oakland Athletics,MLB,FEINSTEIN FOR SENATE 2024,"$5,400",2018,Democrat,Democrat,5400
John Fisher,Oakland Athletics,MLB,MORE CONSERVATIVES PAC (MCPAC),"$5,000",2018,Republican,Republican,5000
John Fisher,Oakland Athletics,MLB,GAP INC. POLITICAL ACTION COMMITTEE; THE,"$5,000",2020,Bipartisan,Bipartisan,5000
John Fisher,Oakland Athletics,MLB,BRADY FOR CONGRESS,"$2,800",2020,Republican,Republican,2800
John Fisher,Oakland Athletics,MLB,MAKING AMERICA PROSPEROUS PAC,"$2,700",2018,Republican,Republican,2700
John Fisher,Oakland Athletics,MLB,CORY BOOKER FOR SENATE,"$2,700",2018,Democrat,Democrat,2700
John Fisher,Oakland Athletics,MLB,DOUG JONES FOR SENATE COMMITTEE,"$2,700",2018,Democrat,Democrat,2700
John Fisher,Oakland Athletics,MLB,KENNETH SHEETS FOR CONGRESS,"$1,000",2018,Republican,Republican,1000
John Fisher,Oakland Athletics,MLB,VAN TAYLOR CAMPAIGN,"$1,000",2018,Republican,Republican,1000
John Mara,New York Giants,NFL,GRIDIRON-PAC,"$10,000",2016,Bipartisan,Bipartisan,10000
John Mara,New York Giants,NFL,GRIDIRON-PAC,"$5,000",2018,Bipartisan,Bipartisan,5000
John Mara,New York Giants,NFL,GRIDIRON-PAC,"$5,000",2020,Bipartisan,Bipartisan,5000
John Mara,New York Giants,NFL,HATCH ELECTION COMMITTEE INC,"$1,000",2016,Republican,Republican,1000
John Middleton,Philadelphia Phillies,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,"$10,000",2018,Bipartisan,Bipartisan,10000
John Middleton,Philadelphia Phillies,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,"$5,000",2020,Bipartisan,Bipartisan,5000
John Middleton,Philadelphia Phillies,MLB,BRIER FOR CONGRESS,"$2,800",2020,Democrat,Democrat,2800
John Middleton,Philadelphia Phillies,MLB,CATHY MCMORRIS RODGERS FOR CONGRESS,"$2,700",2016,Republican,Republican,2700
John Middleton,Philadelphia Phillies,MLB,"KASICH FOR AMERICA, INC.","$2,700",2016,Republican,Republican,2700
John Middleton,Philadelphia Phillies,MLB,MCMORRIS RODGERS AMERICAN DREAM PROJECT; THE,"$2,700",2016,Republican,Republican,2700
John P. McConnell,Columbus Blue Jackets,NHL,STIVERS VICTORY COMMITTEE,"$10,400",2016,Republican,Republican,10400
John P. McConnell,Columbus Blue Jackets,NHL,STIVERS FOR CONGRESS,"$5,400",2018,Republican,Republican,5400
John P. McConnell,Columbus Blue Jackets,NHL,PORTMAN VICTORY COMMITTEE,"$5,000",2016,Republican,Republican,5000
John P. McConnell,Columbus Blue Jackets,NHL,TEAM JOSH,"$5,000",2018,Republican,Republican,5000
John P. McConnell,Columbus Blue Jackets,NHL,OHIO REPUBLICAN PARTY STATE CENTRAL & EXECUTIVE COMMITTEE,"$4,900",2016,Republican,Republican,4900
John P. McConnell,Columbus Blue Jackets,NHL,ANTHONY GONZALEZ FOR CONGRESS,"$2,700",2018,Republican,Republican,2700
John P. McConnell,Columbus Blue Jackets,NHL,STIVERS FOR CONGRESS,"$1,000",2020,Republican,Republican,1000
John P. McConnell,Columbus Blue Jackets,NHL,TIBERI FOR CONGRESS,$500,2016,Republican,Republican,500
John Rogers,Chicago Sky,WNBA,BLACK ECONOMIC ALLIANCE PAC,"$50,000",2018,Democrat,Democrat,50000
John Rogers,Chicago Sky,WNBA,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,"$43,400",2016,Democrat,Democrat,43400
John Rogers,Chicago Sky,WNBA,DSCC,"$35,000",2016,Democrat,Democrat,35000
John Rogers,Chicago Sky,WNBA,DSCC,"$32,500",2018,Democrat,Democrat,32500
John Rogers,Chicago Sky,WNBA,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,"$25,000",2018,Democrat,Democrat,25000
John Rogers,Chicago Sky,WNBA,HILLARY ACTION FUND,"$20,000",2016,Democrat,Democrat,20000
John Rogers,Chicago Sky,WNBA,HILLARY FOR AMERICA,"$20,000",2016,Democrat,Democrat,20000
John Rogers,Chicago Sky,WNBA,ILLINOIS VOICES MATTER,"$15,000",2016,Democrat,Democrat,15000
John Rogers,Chicago Sky,WNBA,DCCC,"$11,000",2016,Democrat,Democrat,11000
John Rogers,Chicago Sky,WNBA,INVESTMENT COMPANY INSTITUTE POLITICAL ACTION COMMITTEE,"$10,000",2016,"Bipartisan, but mostly Republican",Bipartisan,10000
John Rogers,Chicago Sky,WNBA,DCCC,"$10,000",2018,Democrat,Democrat,10000
John Rogers,Chicago Sky,WNBA,INVESTMENT COMPANY INSTITUTE POLITICAL ACTION COMMITTEE,"$10,000",2018,"Bipartisan, but mostly Republican",Bipartisan,10000
John Rogers,Chicago Sky,WNBA,DSCC,"$10,000",2020,Democrat,Democrat,10000
John Rogers,Chicago Sky,WNBA,INVESTMENT COMPANY INSTITUTE POLITICAL ACTION COMMITTEE (ICI PAC),"$10,000",2020,"Bipartisan, but mostly Republican",Bipartisan,10000
John Rogers,Chicago Sky,WNBA,"AMY MCGRATH FOR SENATE, INC.","$5,600",2020,Democrat,Democrat,5600
John Rogers,Chicago Sky,WNBA,BEATTY FOR CONGRESS,"$5,600",2020,Democrat,Democrat,5600
John Rogers,Chicago Sky,WNBA,CHUY GARCIA FOR CONGRESS,"$5,600",2020,Democrat,Democrat,5600
John Rogers,Chicago Sky,WNBA,CITIZENS FOR RUSH,"$5,600",2020,Democrat,Democrat,5600
John Rogers,Chicago Sky,WNBA,CORY BOOKER FOR SENATE,"$5,600",2020,Democrat,Democrat,5600
John Rogers,Chicago Sky,WNBA,ELISSA SLOTKIN FOR CONGRESS,"$5,600",2020,Democrat,Democrat,5600
John Rogers,Chicago Sky,WNBA,FRIENDS OF DICK DURBIN COMMITTEE,"$5,600",2020,Democrat,Democrat,5600
John Rogers,Chicago Sky,WNBA,FRIENDS OF RAJA FOR CONGRESS,"$5,600",2020,Democrat,Democrat,5600
John Rogers,Chicago Sky,WNBA,HICKENLOOPER FOR COLORADO,"$5,600",2020,Democrat,Democrat,5600
John Rogers,Chicago Sky,WNBA,KAREN BASS FOR CONGRESS,"$5,600",2020,Democrat,Democrat,5600
John Rogers,Chicago Sky,WNBA,KENNEDY FOR MASSACHUSETTS,"$5,600",2020,Democrat,Democrat,5600
John Rogers,Chicago Sky,WNBA,LAUREN UNDERWOOD FOR CONGRESS,"$5,600",2020,Democrat,Democrat,5600
John Rogers,Chicago Sky,WNBA,MAYA R. CUMMINGS FOR CONGRESS,"$5,600",2020,Democrat,Democrat,5600
John Rogers,Chicago Sky,WNBA,MICHAEL BLAKE FOR CONGRESS,"$5,600",2020,Democrat,Democrat,5600
John Rogers,Chicago Sky,WNBA,PETERS FOR MICHIGAN,"$5,600",2020,Democrat,Democrat,5600
John Rogers,Chicago Sky,WNBA,WARNOCK FOR GEORGIA,"$5,600",2020,Democrat,Democrat,5600
John Rogers,Chicago Sky,WNBA,FRIENDS OF MARK WARNER,"$5,500",2020,Democrat,Democrat,5500
John Rogers,Chicago Sky,WNBA,ANDREA ZOPP FOR US SENATE,"$5,400",2016,Democrat,Democrat,5400
John Rogers,Chicago Sky,WNBA,CATHERINE CORTEZ MASTO FOR SENATE,"$5,400",2016,Democrat,Democrat,5400
John Rogers,Chicago Sky,WNBA,CUMMINGS FOR CONGRESS CAMPAIGN COMMITTEE,"$5,400",2016,Democrat,Democrat,5400
John Rogers,Chicago Sky,WNBA,FRIENDS OF RAJA FOR CONGRESS,"$5,400",2016,Democrat,Democrat,5400
John Rogers,Chicago Sky,WNBA,LON JOHNSON FOR CONGRESS,"$5,400",2016,Democrat,Democrat,5400
John Rogers,Chicago Sky,WNBA,ROBIN KELLY FOR CONGRESS,"$5,400",2016,Democrat,Democrat,5400
John Rogers,Chicago Sky,WNBA,RUSS FOR WISCONSIN,"$5,400",2016,Democrat,Democrat,5400
John Rogers,Chicago Sky,WNBA,STRICKLAND FOR SENATE,"$5,400",2016,Democrat,Democrat,5400
John Rogers,Chicago Sky,WNBA,FRIENDS OF RAJA FOR CONGRESS,"$5,400",2018,Democrat,Democrat,5400
John Rogers,Chicago Sky,WNBA,KAINE FOR VIRGINIA,"$5,400",2018,Democrat,Democrat,5400
John Rogers,Chicago Sky,WNBA,TERRI SEWELL FOR CONGRESS,"$5,400",2018,Democrat,Democrat,5400
John Rogers,Chicago Sky,WNBA,ROBIN KELLY FOR CONGRESS,"$5,400",2020,Democrat,Democrat,5400
John Rogers,Chicago Sky,WNBA,21ST CENTURY LEADERS,"$5,000",2016,Democrat,Democrat,5000
John Rogers,Chicago Sky,WNBA,ILLINOIS SENATE VICTORY,"$5,000",2016,Democrat,Democrat,5000
John Rogers,Chicago Sky,WNBA,PEAKS AND PALMS SENATE VICTORY,"$5,000",2016,Democrat,Democrat,5000
John Rogers,Chicago Sky,WNBA,44 FUND,"$5,000",2018,Democrat,Democrat,5000
John Rogers,Chicago Sky,WNBA,FEARLESS FOR THE PEOPLE PAC,"$5,000",2018,Democrat,Democrat,5000
John Rogers,Chicago Sky,WNBA,PERIMETER PAC,"$5,000",2018,Democrat,Democrat,5000
John Rogers,Chicago Sky,WNBA,RUST BELT RISING PAC,"$5,000",2020,Democrat,Democrat,5000
John Rogers,Chicago Sky,WNBA,UNITE THE COUNTRY,"$5,000",2020,Democrat,Democrat,5000
John Rogers,Chicago Sky,WNBA,JAIME HARRISON FOR US SENATE,"$3,800",2020,Democrat,Democrat,3800
John Rogers,Chicago Sky,WNBA,MIKIE SHERRILL FOR CONGRESS,"$3,700",2018,Democrat,Democrat,3700
John Rogers,Chicago Sky,WNBA,LAUREN UNDERWOOD FOR CONGRESS,"$3,200",2018,Democrat,Democrat,3200
John Rogers,Chicago Sky,WNBA,MCCASKILL FOR MISSOURI,"$3,000",2018,Democrat,Democrat,3000
John Rogers,Chicago Sky,WNBA,PEMBERTON FOR MA,"$3,000",2020,Democrat,Democrat,3000
John Rogers,Chicago Sky,WNBA,CLAIRE RUSSO FOR CONGRESS,"$2,800",2020,Democrat,Democrat,2800
John Rogers,Chicago Sky,WNBA,DEVAL FOR ALL,"$2,800",2020,Democrat,Democrat,2800
John Rogers,Chicago Sky,WNBA,DR. AL GROSS FOR U.S. SENATE,"$2,800",2020,Democrat,Democrat,2800
John Rogers,Chicago Sky,WNBA,JACKIE GORDON FOR CONGRESS,"$2,800",2020,Democrat,Democrat,2800
John Rogers,Chicago Sky,WNBA,KAMALA HARRIS FOR THE PEOPLE,"$2,800",2020,Democrat,Democrat,2800
John Rogers,Chicago Sky,WNBA,LULU FOR TEXAS,"$2,800",2020,Democrat,Democrat,2800
John Rogers,Chicago Sky,WNBA,MIKIE SHERRILL FOR CONGRESS,"$2,800",2020,Democrat,Democrat,2800
John Rogers,Chicago Sky,WNBA,NICK COLVIN FOR CONGRESS,"$2,800",2020,Democrat,Democrat,2800
John Rogers,Chicago Sky,WNBA,SCHAKOWSKY FOR CONGRESS,"$2,800",2020,Democrat,Democrat,2800
John Rogers,Chicago Sky,WNBA,SHERMAN FOR CONGRESS,"$2,800",2020,Democrat,Democrat,2800
John Rogers,Chicago Sky,WNBA,BENNET FOR COLORADO,"$2,700",2016,Democrat,Democrat,2700
John Rogers,Chicago Sky,WNBA,CLYDE WILLIAMS FOR CONGRESS,"$2,700",2016,Democrat,Democrat,2700
John Rogers,Chicago Sky,WNBA,ERIC LYNN FOR CONGRESS,"$2,700",2016,Democrat,Democrat,2700
John Rogers,Chicago Sky,WNBA,EVAN BAYH COMMITTEE,"$2,700",2016,Democrat,Democrat,2700
John Rogers,Chicago Sky,WNBA,FRIENDS OF CLYDE WILLIAMS,"$2,700",2016,Democrat,Democrat,2700
John Rogers,Chicago Sky,WNBA,FRIENDS OF DICK DURBIN,"$2,700",2016,Democrat,Democrat,2700
John Rogers,Chicago Sky,WNBA,GLENN IVEY FOR CONGRESS,"$2,700",2016,Democrat,Democrat,2700
John Rogers,Chicago Sky,WNBA,KATIE MCGINTY FOR SENATE,"$2,700",2016,Democrat,Democrat,2700
John Rogers,Chicago Sky,WNBA,O'MALLEY FOR PRESIDENT,"$2,700",2016,Democrat,Democrat,2700
John Rogers,Chicago Sky,WNBA,SCHAKOWSKY FOR CONGRESS,"$2,700",2016,Democrat,Democrat,2700
John Rogers,Chicago Sky,WNBA,TAMMY FOR ILLINOIS,"$2,700",2016,Democrat,Democrat,2700
John Rogers,Chicago Sky,WNBA,WILL JAWANDO FOR CONGRESS,"$2,700",2016,Democrat,Democrat,2700
John Rogers,Chicago Sky,WNBA,TIM SCOTT FOR SENATE,"$2,700",2018,Republican,Republican,2700
John Rogers,Chicago Sky,WNBA,ALEJANDRA CAMPOVERDI FOR CONGRESS,"$2,700",2018,Democrat,Democrat,2700
John Rogers,Chicago Sky,WNBA,BILL FOSTER FOR CONGRESS,"$2,700",2018,Democrat,Democrat,2700
John Rogers,Chicago Sky,WNBA,COMMITTEE TO ELECT DAN KOH,"$2,700",2018,Democrat,Democrat,2700
John Rogers,Chicago Sky,WNBA,DOUG JONES FOR SENATE COMMITTEE,"$2,700",2018,Democrat,Democrat,2700
John Rogers,Chicago Sky,WNBA,ELISSA SLOTKIN FOR CONGRESS,"$2,700",2018,Democrat,Democrat,2700
John Rogers,Chicago Sky,WNBA,FRIENDS OF DICK DURBIN COMMITTEE,"$2,700",2018,Democrat,Democrat,2700
John Rogers,Chicago Sky,WNBA,HEIDI JOE VICTORY FUND,"$2,700",2018,Democrat,Democrat,2700
John Rogers,Chicago Sky,WNBA,KAREN BASS FOR CONGRESS,"$2,700",2018,Democrat,Democrat,2700
John Rogers,Chicago Sky,WNBA,KIND FOR CONGRESS COMMITTEE,"$2,700",2018,Democrat,Democrat,2700
John Rogers,Chicago Sky,WNBA,LISA BLUNT ROCHESTER FOR CONGRESS,"$2,700",2018,Democrat,Democrat,2700
John Rogers,Chicago Sky,WNBA,MANCHIN FOR WEST VIRGINIA,"$2,700",2018,Democrat,Democrat,2700
John Rogers,Chicago Sky,WNBA,MENENDEZ FOR SENATE,"$2,700",2018,Democrat,Democrat,2700
John Rogers,Chicago Sky,WNBA,MONTANA NORTH DAKOTA VICTORY FUND,"$2,700",2018,Democrat,Democrat,2700
John Rogers,Chicago Sky,WNBA,ROBIN KELLY FOR CONGRESS,"$2,700",2018,Democrat,Democrat,2700
John Rogers,Chicago Sky,WNBA,RUFUS GIFFORD FOR CONGRESS,"$2,700",2018,Democrat,Democrat,2700
John Rogers,Chicago Sky,WNBA,TOM O'HALLERAN FOR CONGRESS,"$2,700",2018,Democrat,Democrat,2700
John Rogers,Chicago Sky,WNBA,FRIENDS FOR HARRY REID,"$2,600",2016,Democrat,Democrat,2600
John Rogers,Chicago Sky,WNBA,FRIENDS OF SCHUMER,"$2,600",2016,Democrat,Democrat,2600
John Rogers,Chicago Sky,WNBA,BETO FOR TEXAS,"$2,500",2018,Democrat,Democrat,2500
John Rogers,Chicago Sky,WNBA,CONGRESSIONAL BLACK CAUCUS PAC,"$2,500",2018,Democrat,Democrat,2500
John Rogers,Chicago Sky,WNBA,MIKE ESPY FOR SENATE CAMPAIGN COMMITTEE,"$2,500",2018,Democrat,Democrat,2500
John Rogers,Chicago Sky,WNBA,FRIENDS FOR GREGORY MEEKS,"$2,500",2020,Democrat,Democrat,2500
John Rogers,Chicago Sky,WNBA,DONNELLY FOR INDIANA,"$2,350",2018,Democrat,Democrat,2350
John Rogers,Chicago Sky,WNBA,TERRI BONOFF FOR CONGRESS,"$2,000",2016,Democrat,Democrat,2000
John Rogers,Chicago Sky,WNBA,BOB CASEY FOR SENATE INC,"$2,000",2018,Democrat,Democrat,2000
John Rogers,Chicago Sky,WNBA,DONNA SHALALA FOR CONGRESS,"$2,000",2018,Democrat,Democrat,2000
John Rogers,Chicago Sky,WNBA,HALEY STEVENS FOR CONGRESS,"$2,000",2018,Democrat,Democrat,2000
John Rogers,Chicago Sky,WNBA,JOSH HARDER FOR CONGRESS,"$2,000",2018,Democrat,Democrat,2000
John Rogers,Chicago Sky,WNBA,QUIGLEY FOR CONGRESS,"$1,500",2018,Democrat,Democrat,1500
John Rogers,Chicago Sky,WNBA,DELBENE FOR CONGRESS,"$1,500",2020,Democrat,Democrat,1500
John Rogers,Chicago Sky,WNBA,DOUG JONES FOR SENATE COMMITTEE,"$1,500",2020,Democrat,Democrat,1500
John Rogers,Chicago Sky,WNBA,MAGGIE FOR NH,"$1,500",2020,Democrat,Democrat,1500
John Rogers,Chicago Sky,WNBA,MCCAFFITY FOR CONGRESS,"$1,500",2020,Democrat,Democrat,1500
John Rogers,Chicago Sky,WNBA,MIKE THOMPSON FOR CONGRESS,"$1,500",2020,Democrat,Democrat,1500
John Rogers,Chicago Sky,WNBA,STEPHANIE MURPHY FOR CONGRESS,"$1,500",2020,Democrat,Democrat,1500
John Rogers,Chicago Sky,WNBA,BARON HILL FOR INDIANA,"$1,000",2016,Democrat,Democrat,1000
John Rogers,Chicago Sky,WNBA,BEATTY FOR CONGRESS,"$1,000",2016,Democrat,Democrat,1000
John Rogers,Chicago Sky,WNBA,BOB CASEY FOR SENATE INC,"$1,000",2016,Democrat,Democrat,1000
John Rogers,Chicago Sky,WNBA,DR. RAUL RUIZ FOR CONGRESS,"$1,000",2016,Democrat,Democrat,1000
John Rogers,Chicago Sky,WNBA,HEIDI FOR SENATE,"$1,000",2016,Democrat,Democrat,1000
John Rogers,Chicago Sky,WNBA,HIMES FOR CONGRESS,"$1,000",2016,Democrat,Democrat,1000
John Rogers,Chicago Sky,WNBA,JOHN LEWIS FOR CONGRESS,"$1,000",2016,Democrat,Democrat,1000
John Rogers,Chicago Sky,WNBA,KAINE FOR VIRGINIA,"$1,000",2016,Democrat,Democrat,1000
John Rogers,Chicago Sky,WNBA,KYRSTEN SINEMA FOR CONGRESS,"$1,000",2016,Democrat,Democrat,1000
John Rogers,Chicago Sky,WNBA,MONTANANS FOR TESTER,"$1,000",2016,Democrat,Democrat,1000
John Rogers,Chicago Sky,WNBA,QUIGLEY FOR CONGRESS,"$1,000",2016,Democrat,Democrat,1000
John Rogers,Chicago Sky,WNBA,RO FOR CONGRESS INC.,"$1,000",2016,Democrat,Democrat,1000
John Rogers,Chicago Sky,WNBA,ARIZONA NEVADA VICTORY FUND,"$1,000",2018,Democrat,Democrat,1000
John Rogers,Chicago Sky,WNBA,CASTEN FOR CONGRESS,"$1,000",2018,Democrat,Democrat,1000
John Rogers,Chicago Sky,WNBA,CHRIS COONS FOR DELAWARE,"$1,000",2018,Democrat,Democrat,1000
John Rogers,Chicago Sky,WNBA,COLIN ALLRED FOR CONGRESS,"$1,000",2018,Democrat,Democrat,1000
John Rogers,Chicago Sky,WNBA,FRIENDS OF CHERI BUSTOS,"$1,000",2018,Democrat,Democrat,1000
John Rogers,Chicago Sky,WNBA,FRIENDS OF RD,"$1,000",2018,Democrat,Democrat,1000
John Rogers,Chicago Sky,WNBA,GILLIBRAND FOR SENATE,"$1,000",2018,Democrat,Democrat,1000
John Rogers,Chicago Sky,WNBA,KLOBUCHAR FOR MINNESOTA,"$1,000",2018,Democrat,Democrat,1000
John Rogers,Chicago Sky,WNBA,MAURA SULLIVAN FOR CONGRESS,"$1,000",2018,Democrat,Democrat,1000
John Rogers,Chicago Sky,WNBA,RICHARD E NEAL FOR CONGRESS COMMITTEE,"$1,000",2018,Democrat,Democrat,1000
John Rogers,Chicago Sky,WNBA,RO FOR CONGRESS INC,"$1,000",2018,Democrat,Democrat,1000
John Rogers,Chicago Sky,WNBA,SCHAKOWSKY FOR CONGRESS,"$1,000",2018,Democrat,Democrat,1000
John Rogers,Chicago Sky,WNBA,FRIENDS OF RD,"$1,000",2020,Democrat,Democrat,1000
John Rogers,Chicago Sky,WNBA,HALEY STEVENS FOR CONGRESS,"$1,000",2020,Democrat,Democrat,1000
John Rogers,Chicago Sky,WNBA,MIKE JOHNSTON FOR US SENATE,"$1,000",2020,Democrat,Democrat,1000
John Rogers,Chicago Sky,WNBA,SCHIFF FOR CONGRESS,"$1,000",2020,Democrat,Democrat,1000
John Rogers,Chicago Sky,WNBA,BLUMENTHAL FOR CONNECTICUT,$500,2016,Democrat,Democrat,500
John Rogers,Chicago Sky,WNBA,COMMITTEE TO ELECT CHRIS MURPHY,$500,2018,Democrat,Democrat,500
John Rogers,Chicago Sky,WNBA,ERIK JONES FOR CONGRESS,$500,2018,Democrat,Democrat,500
John Rogers,Chicago Sky,WNBA,FRIENDS OF SHERROD BROWN,$500,2018,Democrat,Democrat,500
John Rogers,Chicago Sky,WNBA,JOSH GOTTHEIMER FOR CONGRESS,$500,2018,Democrat,Democrat,500
John Rogers,Chicago Sky,WNBA,MOULTON LEADERSHIP FUND,$500,2018,Democrat,Democrat,500
John Rogers,Chicago Sky,WNBA,SAM JAMMAL FOR CONGRESS,$500,2018,Democrat,Democrat,500
John Sherman,Kansas City Royals,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,"$5,000",2020,Bipartisan,Bipartisan,5000
John Stanton,Seattle Mariners,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,"$10,000",2018,Bipartisan,Bipartisan,10000
John Stanton,Seattle Mariners,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,"$5,000",2020,Bipartisan,Bipartisan,5000
John Stanton,Seattle Mariners,MLB,HATCH ELECTION COMMITTEE INC.,"$2,700",2018,Republican,Republican,2700
John Stanton,Seattle Mariners,MLB,ADAM SMITH FOR CONGRESS COMMITTEE,"$2,700",2018,Democrat,Democrat,2700
John Stanton,Seattle Mariners,MLB,TEXANS FOR SENATOR JOHN CORNYN INC.,"$2,000",2018,Republican,Republican,2000
John Stanton,Seattle Mariners,MLB,TEXANS FOR SENATOR JOHN CORNYN INC.,"$1,000",2020,Republican,Republican,1000
John Stanton,Seattle Mariners,MLB,FRIENDS OF MARK WARNER,"$1,000",2020,Democrat,Democrat,1000
John W. Henry,"Boston Red Sox, Roush Fenway Racing","MLB, NASCAR",DODSON FOR SENATE - WYOMING FIRST,"$2,700",2018,Republican,Republican,2700
John York,San Francisco 49ers,NFL,TIM RYAN FOR CONGRESS,"$5,600",2020,Democrat,Democrat,5600
John York,San Francisco 49ers,NFL,TIM RYAN FOR CONGRESS,"$5,000",2016,Democrat,Democrat,5000
John York,San Francisco 49ers,NFL,TIM RYAN FOR AMERICA,"$2,700",2020,Democrat,Democrat,2700
John York,San Francisco 49ers,NFL,HILLARY FOR AMERICA,$950,2016,Democrat,Democrat,950
Jon Ledecky,New York Islanders,NHL,NUTMEG PAC,"$5,000",2016,Democrat,Democrat,5000
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",CONGRESSIONAL LEADERSHIP FUND,"$150,000",2016,Republican,Republican,150000
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",BAYH VICTORY FUND,"$12,700",2016,Democrat,Democrat,12700
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",MAJORITY RISING,"$11,200",2020,Republican,Republican,11200
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",CORNYN MAJORITY COMMITTEE,"$10,400",2018,Republican,Republican,10400
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",WINRED,"$8,400",2020,Republican,Republican,8400
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",ALASKANS FOR DAN SULLIVAN,"$5,600",2020,Republican,Republican,5600
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",CORY GARDNER FOR SENATE,"$5,600",2020,Republican,Republican,5600
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",FRIENDS OF JOHN BARRASSO,"$5,600",2020,Republican,Republican,5600
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",FRIENDS OF PAT TOOMEY,"$5,600",2020,Republican,Republican,5600
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",JIM RISCH FOR U.S. SENATE COMMITTEE,"$5,600",2020,Republican,Republican,5600
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL","TEAM GRAHAM, INC.","$5,600",2020,Republican,Republican,5600
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",TEAM HAGERTY,"$5,600",2020,Republican,Republican,5600
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",DONALD NORCROSS FOR CONGRESS,"$5,500",2020,Democrat,Democrat,5500
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",GRASSLEY COMMITTEE INC,"$5,400",2016,Republican,Republican,5400
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",KIRK FOR SENATE,"$5,400",2016,Republican,Republican,5400
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",SHELBY FOR U S SENATE,"$5,400",2016,Republican,Republican,5400
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",HELLER FOR SENATE,"$5,400",2018,Republican,Republican,5400
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",JEFF FLAKE FOR US SENATE INC,"$5,400",2018,Republican,Republican,5400
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",ROYCE CAMPAIGN COMMITTEE,"$5,400",2018,Republican,Republican,5400
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",DONALD NORCROSS FOR CONGRESS,"$5,400",2018,Democrat,Democrat,5400
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",FRIENDS OF PAT TOOMEY,"$5,000",2016,Republican,Republican,5000
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",HATCH VICTORY COMMITTEE,"$5,000",2016,Republican,Republican,5000
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",ERNST VICTORY,"$3,500",2020,Republican,Republican,3500
Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",COTTON VICTORY,"$2,800",2020,Republican,Republican,2800
